age,income,caste,occupation,family_size,PM Garib Kalyan Anna Yojana,PM Ujjwala Yojana,Madilu Kit,Thayi Bhagya,Deendayal Antyodaya Yojana (NULM),National Food Security Act (NFSA),National Social Assistance Programme,PM Awas Yojana - Gramin (PMAY-G),PM-eBus Sewa,PM Suraksha Bima Yojana (PMSBY),PM Jeevan Jyoti Bima Yojana (PMJJBY),National Apprenticeship Promotion Scheme (NAPS),Self Employment Lending (National Corporations),Atal Pension Yojana (APY),KSTDC Tourist Taxi Scheme,One District One Product (ODOP),Agri-Infrastructure Fund,Elevate (Startup Grants for Women/Tier-2),PM MUDRA Yojana (PMMY),PM Formalization of Micro Food Processing Enterprises (PMFME)
25,186299,obc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
42,370760,general,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
15,320529,sc,student,6,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
21,293516,st,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
29,386298,st,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
48,791400,obc,farmer,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
35,136013,obc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
52,99109,st,farmer,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
23,392310,sc,daily_wage,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
41,71796,st,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
32,735531,general,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
17,303962,st,daily_wage,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
51,164250,st,daily_wage,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
21,90828,general,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
20,806218,general,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
22,233649,sc,student,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
17,45728,general,student,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
45,438646,general,self_employed,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
35,419441,general,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
25,131118,obc,self_employed,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
32,234879,sc,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
44,396515,general,farmer,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
28,114946,general,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
42,258951,sc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
10,373170,st,daily_wage,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20,355516,obc,student,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
15,91549,st,unemployed,4,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
29,169863,obc,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
18,276574,obc,student,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
52,70215,st,farmer,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
34,265121,obc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
43,218657,obc,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
14,967908,st,student,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
26,124037,sc,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
43,390918,sc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
40,106007,general,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
31,161587,sc,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
55,767590,obc,artisan,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
51,33009,st,farmer,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
32,151094,sc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
30,64686,st,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
37,18674,sc,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
25,169306,sc,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
18,538373,st,student,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
64,192962,general,self_employed,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
12,215516,st,student,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
32,147980,sc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
21,138846,sc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
32,237612,sc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
43,232937,st,farmer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
22,42001,general,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
17,948018,general,unemployed,5,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0
8,167933,st,unemployed,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
52,94157,obc,daily_wage,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
42,23378,sc,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
15,300881,obc,student,3,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
38,374211,sc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
59,158737,obc,artisan,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
73,45829,general,artisan,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
58,552669,general,artisan,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
28,246610,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
41,89610,sc,farmer,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
34,31880,obc,artisan,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
20,674964,sc,farmer,8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
74,161057,st,daily_wage,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
9,539238,obc,student,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
17,177468,sc,student,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
13,389378,sc,unemployed,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
23,231291,sc,student,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
35,418190,sc,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
51,128436,sc,artisan,8,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
43,451919,st,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
51,341089,obc,farmer,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
21,167467,st,student,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
20,38317,sc,unemployed,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
67,347836,st,farmer,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
44,200186,sc,farmer,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
21,68288,general,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
32,81806,sc,self_employed,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
22,100984,sc,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
26,161756,st,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
8,143408,sc,artisan,7,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
42,399272,obc,farmer,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
37,473599,general,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
46,83913,sc,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
41,33493,obc,unemployed,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
22,371969,general,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
19,382843,st,artisan,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
34,198562,sc,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
47,234168,st,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
55,160621,obc,farmer,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1
44,413243,general,farmer,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
46,179464,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
46,212384,general,farmer,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
20,98310,obc,student,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
24,144990,st,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
24,154921,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
8,195362,obc,unemployed,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0
12,169274,general,self_employed,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
37,56875,st,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
